-15.129,-15.327,-15.472,-15.488,-15.549,-15.732,-15.602
-15.099,-15.343,-15.488,-15.45,-15.518,-15.747,-15.61
-15.083,-15.366,-15.48,-15.442,-15.533,-15.701,-15.61
-15.121,-15.358,-15.488,-15.48,-15.526,-15.709,-15.594
-15.121,-15.32,-15.495,-15.472,-15.533,-15.717,-15.602
-15.129,-15.343,-15.472,-15.465,-15.526,-15.709,-15.617
-15.121,-15.35,-15.442,-15.465,-15.541,-15.732,-15.61
-15.099,-15.373,-15.457,-15.465,-15.48,-15.717,-15.625
-15.076,-15.35,-15.472,-15.465,-15.503,-15.732,-15.602
-15.099,-15.358,-15.457,-15.457,-15.526,-15.701,-15.556
-15.099,-15.35,-15.488,-15.45,-15.511,-15.709,-15.579
-15.137,-15.35,-15.472,-15.472,-15.526,-15.701,-15.594
-15.114,-15.335,-15.472,-15.472,-15.518,-15.709,-15.594
-15.121,-15.335,-15.457,-15.442,-15.511,-15.709,-15.617
-15.091,-15.35,-15.472,-15.442,-15.541,-15.717,-15.602
-15.099,-15.35,-15.48,-15.442,-15.511,-15.717,-15.617
-15.114,-15.381,-15.488,-15.45,-15.518,-15.671,-15.594
-15.099,-15.327,-15.48,-15.45,-15.533,-15.701,-15.617
-15.114,-15.305,-15.48,-15.457,-15.526,-15.709,-15.61
-15.106,-15.32,-15.45,-15.472,-15.518,-15.701,-15.61
-15.106,-15.343,-15.465,-15.457,-15.533,-15.717,-15.61
-15.114,-15.343,-15.465,-15.434,-15.526,-15.709,-15.602
-15.099,-15.32,-15.472,-15.45,-15.533,-15.709,-15.617
-15.114,-15.35,-15.48,-15.45,-15.495,-15.701,-15.594
-15.121,-15.343,-15.503,-15.45,-15.518,-15.732,-15.617
-15.121,-15.358,-15.457,-15.465,-15.549,-15.732,-15.594
-15.076,-15.358,-15.465,-15.465,-15.511,-15.717,-15.633
-15.068,-15.35,-15.465,-15.442,-15.48,-15.701,-15.617
-15.099,-15.35,-15.472,-15.45,-15.503,-15.724,-15.579
-15.076,-15.327,-15.457,-15.457,-15.518,-15.709,-15.587
-15.091,-15.343,-15.472,-15.488,-15.518,-15.717,-15.572
-15.114,-15.327,-15.488,-15.503,-15.533,-15.732,-15.602
-15.137,-15.35,-15.465,-15.45,-15.518,-15.709,-15.61
-15.106,-15.343,-15.472,-15.442,-15.503,-15.732,-15.594
-15.106,-15.358,-15.488,-15.465,-15.503,-15.717,-15.61
-15.121,-15.381,-15.488,-15.472,-15.518,-15.671,-15.594
-15.144,-15.343,-15.48,-15.457,-15.533,-15.701,-15.617
-15.121,-15.327,-15.457,-15.488,-15.541,-15.709,-15.61
-15.099,-15.343,-15.472,-15.472,-15.503,-15.709,-15.633
-15.099,-15.327,-15.465,-15.45,-15.526,-15.709,-15.633
67.245,67.451,66.65,65.598,65.628,65.453,65.826
61.432,61.401,60.547,59.448,59.441,59.105,59.235
49.217,48.92,48.126,47.134,46.989,46.547,46.356
36.69,36.224,35.522,34.683,34.447,33.928,33.524
26.016,25.505,24.963,24.261,23.956,23.453,22.926
17.731,17.22,16.823,16.266,15.9,15.442,14.893
11.62,11.086,10.742,10.353,10.002,9.5978,9.0561
7.1716,6.6528,6.4316,6.0959,5.8365,5.4245,4.9362
3.9978,3.5553,3.3264,3.0899,2.8381,2.4719,2.1057
1.7395,1.3504,1.1368,0.93842,0.67902,0.41199,0.068665
0.10681,-0.25177,-0.43488,-0.63324,-0.82398,-1.0757,-1.358
-1.091,-1.3733,-1.5488,-1.7395,-1.915,-2.1667,-2.3956
-1.9684,-2.243,-2.4185,-2.5406,-2.739,-2.9678,-3.1586
-2.5864,-2.861,-3.0365,-3.1586,-3.3569,-3.5858,-3.7155
-3.0746,-3.3493,-3.5477,-3.6469,-3.7918,-4.0359,-4.1733
-3.4866,-3.7613,-3.9215,-4.0512,-4.1809,-4.364,-4.509
-3.8223,-4.0359,-4.2191,-4.3793,-4.5013,-4.6616,-4.8065
-4.0894,-4.2953,-4.4937,-4.6387,-4.7455,-4.9515,-5.0278
-4.3106,-4.5242,-4.715,-4.837,-4.982,-5.1498,-5.2567
-4.509,-4.715,-4.9133,-4.9973,-5.1498,-5.3329,-5.4092
-4.6539,-4.8676,-5.0659,-5.1651,-5.2872,-5.5008,-5.5695
-4.7989,-5.0278,-5.249,-5.3177,-5.4398,-5.6305,-5.7068
-4.9286,-5.1498,-5.3558,-5.4398,-5.5542,-5.7449,-5.7831
-5.0125,-5.2643,-5.4474,-5.5695,-5.661,-5.8517,-5.8975
-5.1498,-5.3482,-5.5237,-5.6686,-5.7602,-5.9586,-6.0043
-5.249,-5.4626,-5.6229,-5.7373,-5.8289,-6.073,-6.0883
-5.3024,-5.5466,-5.6992,-5.8212,-5.928,-6.1264,-6.1722
-5.3558,-5.6305,-5.7983,-5.867,-5.9433,-6.1951,-6.2027
-5.4474,-5.6763,-5.8365,-5.9814,-6.0425,-6.2485,-6.2485
-5.5084,-5.7449,-5.8975,-6.0272,-6.1035,-6.3248,-6.3553
-5.5695,-5.7983,-5.9738,-6.073,-6.1646,-6.3553,-6.4011
-5.6305,-5.8365,-6.0272,-6.1493,-6.2332,-6.4087,-6.4545
-5.661,-5.9052,-6.0501,-6.134,-6.2714,-6.4621,-6.4926
-5.722,-5.9509,-6.1264,-6.2027,-6.3171,-6.5155,-6.5384
-5.7449,-5.9967,-6.1874,-6.2332,-6.3324,-6.5308,-6.5537
-5.7907,-6.0349,-6.2103,-6.2866,-6.3782,-6.5384,-6.5994
-5.8594,-6.073,-6.2332,-6.3248,-6.4239,-6.5994,-6.6605
-5.8899,-6.073,-6.2714,-6.3477,-6.485,-6.6528,-6.7062
-5.8975,-6.1111,-6.2866,-6.3782,-6.5079,-6.6681,-6.6986
-5.9433,-6.1493,-6.3324,-6.4239,-6.5155,-6.7062,-6.7444
-83.183,-83.748,-83.282,-82.405,-82.581,-82.802,-83.13
-77.812,-78.209,-77.66,-76.729,-76.859,-76.92,-77.034
-66.261,-66.36,-65.903,-65.063,-65.079,-64.987,-64.766
-54.253,-54.222,-53.894,-53.185,-53.085,-52.956,-52.536
-44.029,-43.9,-43.694,-43.159,-43.045,-42.946,-42.366
-36.057,-35.942,-35.851,-35.484,-35.37,-35.294,-34.683
-30.128,-30.113,-30.159,-29.861,-29.747,-29.724,-29.16
-25.94,-26.001,-26.054,-25.887,-25.726,-25.787,-25.276
-22.995,-23.102,-23.216,-23.064,-22.98,-23.071,-22.583
-20.95,-21.057,-21.202,-21.103,-21.049,-21.179,-20.775
-19.516,-19.691,-19.814,-19.745,-19.707,-19.836,-19.524
-18.494,-18.654,-18.822,-18.791,-18.784,-18.906,-18.654
-17.799,-17.96,-18.066,-18.044,-18.066,-18.242,-18.005
-17.227,-17.418,-17.586,-17.525,-17.563,-17.746,-17.525
-16.846,-17.036,-17.181,-17.151,-17.166,-17.357,-17.174
-16.51,-16.731,-16.853,-16.846,-16.884,-17.014,-16.891
-16.273,-16.472,-16.617,-16.586,-16.64,-16.8,-16.678
-16.06,-16.251,-16.426,-16.396,-16.457,-16.609,-16.495
-15.884,-16.098,-16.22,-16.22,-16.258,-16.457,-16.357
-15.762,-15.976,-16.09,-16.06,-16.144,-16.312,-16.197
-15.64,-15.831,-15.976,-15.953,-16.006,-16.19,-16.083
-15.533,-15.709,-15.877,-15.884,-15.923,-16.098,-16.014
-15.442,-15.648,-15.785,-15.77,-15.808,-16.014,-15.907
-15.358,-15.556,-15.717,-15.701,-15.747,-15.923,-15.846
-15.274,-15.518,-15.617,-15.617,-15.678,-15.877,-15.762
-15.221,-15.427,-15.526,-15.549,-15.617,-15.793,-15.709
-15.144,-15.388,-15.495,-15.511,-15.572,-15.778,-15.686
-15.091,-15.335,-15.457,-15.45,-15.488,-15.701,-15.602
-15.06,-15.274,-15.388,-15.411,-15.442,-15.656,-15.511
-15.015,-15.244,-15.366,-15.343,-15.427,-15.617,-15.511
-14.984,-15.198,-15.312,-15.335,-15.411,-15.572,-15.457
-14.938,-15.16,-15.297,-15.289,-15.373,-15.541,-15.45
-14.908,-15.152,-15.259,-15.251,-15.327,-15.526,-15.411
-14.877,-15.121,-15.236,-15.19,-15.266,-15.511,-15.381
-14.862,-15.091,-15.244,-15.198,-15.259,-15.465,-15.358
-14.839,-15.06,-15.19,-15.182,-15.251,-15.411,-15.327
